QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BOSTON_ACTION,GOLDEN STATE_SCORE,BOSTON_SCORE
3,12:00.0,K. Looney enters the game for A. Iguodala,,56,68
3,12:00.0,,R. Williams enters the game for D. White,56,68
3,11:43.0,,R. Williams makes 2-pt layup from 3 ft (assist by J. Brown),56,70
3,11:17.0,A. Wiggins misses 2-pt jump shot from 22 ft,,56,70
3,11:15.0,,Defensive rebound by R. Williams,56,70
3,10:59.0,,J. Tatum misses 2-pt layup from 2 ft,56,70
3,10:58.0,Defensive rebound by A. Wiggins,,56,70
3,10:53.0,K. Looney makes 2-pt dunk from 1 ft (assist by D. Green),,58,70
3,10:38.0,,J. Brown misses 3-pt jump shot from 25 ft,58,70
3,10:36.0,Defensive rebound by S. Curry,,58,70
3,10:32.0,D. Green misses 2-pt layup from 1 ft (block by R. Williams),,58,70
3,10:32.0,,Defensive rebound by J. Brown,58,70
3,10:25.0,,A. Horford makes 2-pt layup from 2 ft (assist by J. Brown),58,72
3,10:11.0,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),,61,72
3,9:50.0,,M. Smart misses 2-pt jump shot from 13 ft,61,72
3,9:49.0,Defensive rebound by Team,,61,72
3,9:49.0,,Loose ball foul by R. Williams (drawn by A. Wiggins),61,72
3,9:40.0,S. Curry makes 3-pt jump shot from 27 ft,,64,72
3,9:26.0,,Offensive foul by M. Smart (drawn by S. Curry),64,72
3,9:26.0,,Turnover by M. Smart (offensive foul),64,72
3,9:20.0,S. Curry misses 2-pt layup from 3 ft,,64,72
3,9:18.0,,Defensive rebound by M. Smart,64,72
3,9:11.0,,Shooting foul by S. Curry (drawn by M. Smart),64,72
3,9:11.0,,M. Smart makes free throw 1 of 3,64,73
3,9:11.0,,M. Smart makes free throw 2 of 3,64,74
3,9:11.0,,D. White enters the game for R. Williams,64,74
3,9:11.0,,M. Smart makes free throw 3 of 3,64,75
3,9:03.0,Turnover by K. Looney (bad pass),,64,75
3,9:01.0,,J. Brown makes 2-pt dunk from 1 ft (assist by A. Horford),64,77
3,9:01.0,Golden State full timeout,,64,77
3,9:01.0,O. Porter enters the game for K. Looney,,64,77
3,8:44.0,D. Green misses 3-pt jump shot from 25 ft,,64,77
3,8:42.0,,Defensive rebound by A. Horford,64,77
3,8:25.0,,Turnover by J. Brown (bad pass; steal by S. Curry),64,77
3,8:09.0,D. Green makes 2-pt dunk from 2 ft (assist by K. Thompson),,66,77
3,7:55.0,,D. White misses 2-pt layup from 5 ft (block by A. Wiggins),66,77
3,7:54.0,,Offensive rebound by Team,66,77
3,7:50.0,Loose ball foul by D. Green (drawn by J. Brown),,66,77
3,7:36.0,,A. Horford makes 2-pt jump shot from 11 ft (assist by M. Smart),66,79
3,7:15.0,A. Wiggins misses 2-pt jump shot from 23 ft,,66,79
3,7:13.0,Offensive rebound by O. Porter,,66,79
3,7:11.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by O. Porter),,69,79
3,6:47.0,,Personal foul by K. Thompson (drawn by J. Tatum),69,79
3,6:42.0,,J. Tatum misses 3-pt jump shot from 25 ft,69,79
3,6:40.0,Defensive rebound by S. Curry,,69,79
3,6:33.0,S. Curry makes 2-pt jump shot from 18 ft,,71,79
3,6:14.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by A. Horford),71,82
3,6:02.0,Shooting foul by A. Horford (drawn by K. Thompson),,71,82
3,6:02.0,K. Thompson makes free throw 1 of 2,,72,82
3,6:02.0,K. Thompson makes free throw 2 of 2,,73,82
3,5:42.0,,D. White misses 2-pt layup from 3 ft,73,82
3,5:41.0,Defensive rebound by K. Thompson,,73,82
3,5:31.0,Offensive foul by A. Wiggins (drawn by D. White),,73,82
3,5:31.0,Turnover by A. Wiggins (offensive foul),,73,82
3,5:14.0,,D. White misses 2-pt jump shot from 18 ft,73,82
3,5:12.0,Defensive rebound by A. Wiggins,,73,82
3,5:06.0,S. Curry makes 3-pt jump shot from 26 ft,,76,82
3,5:06.0,Flagrant foul type 1 by A. Horford (drawn by S. Curry),,76,82
3,5:06.0,Instant Replay (Request: Ruling Stands),,76,82
3,5:06.0,,G. Williams enters the game for J. Tatum,76,82
3,5:06.0,S. Curry makes flagrant free throw 1 of 1,,77,82
3,4:53.0,O. Porter makes 3-pt jump shot from 26 ft (assist by A. Wiggins),,80,82
3,4:27.0,,M. Smart misses 2-pt jump shot from 8 ft,80,82
3,4:26.0,,Offensive rebound by M. Smart,80,82
3,4:26.0,,M. Smart misses 2-pt layup at rim,80,82
3,4:24.0,Defensive rebound by Team,,80,82
3,4:24.0,J. Poole enters the game for A. Wiggins,,80,82
3,4:15.0,S. Curry misses 3-pt jump shot from 26 ft,,80,82
3,4:12.0,,Defensive rebound by J. Brown,80,82
3,3:59.0,,G. Williams misses 3-pt jump shot from 25 ft,80,82
3,3:57.0,,Offensive rebound by A. Horford,80,82
3,3:56.0,,A. Horford misses 2-pt layup from 4 ft,80,82
3,3:54.0,Defensive rebound by Team,,80,82
3,3:54.0,,Loose ball foul by A. Horford (drawn by O. Porter),80,82
3,3:54.0,,J. Tatum enters the game for M. Smart,80,82
3,3:45.0,S. Curry makes 3-pt jump shot from 27 ft (assist by O. Porter),,83,82
3,3:19.0,,Personal foul by O. Porter (drawn by A. Horford),83,82
3,3:19.0,,M. Smart enters the game for A. Horford,83,82
3,3:19.0,,R. Williams enters the game for D. White,83,82
3,3:12.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by J. Tatum),83,85
3,2:59.0,S. Curry misses 2-pt jump shot from 17 ft,,83,85
3,2:57.0,,Defensive rebound by M. Smart,83,85
3,2:53.0,,Personal foul by D. Green (drawn by J. Tatum),83,85
3,2:53.0,,Boston full timeout,83,85
3,2:53.0,K. Looney enters the game for S. Curry,,83,85
3,2:53.0,A. Wiggins enters the game for D. Green,,83,85
3,2:53.0,,J. Tatum makes free throw 1 of 2,83,86
3,2:53.0,,J. Tatum makes free throw 2 of 2,83,87
3,2:39.0,K. Thompson makes 2-pt jump shot from 23 ft (assist by J. Poole),,85,87
3,2:11.0,,J. Tatum makes 2-pt layup from 3 ft,85,89
3,1:56.0,K. Thompson misses 3-pt jump shot from 28 ft,,85,89
3,1:54.0,,Defensive rebound by R. Williams,85,89
3,1:41.0,,Turnover by M. Smart (bad pass; steal by O. Porter),85,89
3,1:39.0,Shooting foul by J. Brown (drawn by J. Poole),,85,89
3,1:39.0,J. Poole misses free throw 1 of 2,,85,89
3,1:39.0,Offensive rebound by Team,,85,89
3,1:39.0,J. Poole makes free throw 2 of 2,,86,89
3,1:21.0,,J. Tatum misses 3-pt jump shot from 26 ft,86,89
3,1:19.0,,Offensive rebound by G. Williams,86,89
3,1:18.0,,Shooting foul by A. Wiggins (drawn by G. Williams),86,89
3,1:18.0,,G. Williams makes free throw 1 of 2,86,90
3,1:18.0,,G. Williams misses free throw 2 of 2,86,90
3,1:18.0,Defensive rebound by K. Looney,,86,90
3,1:01.0,J. Poole misses 3-pt jump shot from 26 ft,,86,90
3,0:59.0,Offensive rebound by A. Wiggins,,86,90
3,0:59.0,A. Wiggins misses 2-pt layup at rim,,86,90
3,0:57.0,,Defensive rebound by J. Tatum,86,90
3,0:49.0,,G. Williams makes 3-pt jump shot from 23 ft (assist by J. Tatum),86,93
3,0:39.0,K. Thompson makes 3-pt jump shot from 27 ft (assist by K. Looney),,89,93
3,0:33.0,Violation by Team (kicked ball),,89,93
3,0:30.0,,J. Tatum misses 3-pt jump shot from 27 ft,89,93
3,0:28.0,Defensive rebound by K. Looney,,89,93
3,0:05.0,K. Thompson misses 3-pt jump shot from 28 ft,,89,93
3,0:04.0,,Defensive rebound by G. Williams,89,93
3,0:00.0,,G. Williams misses 3-pt jump shot from 64 ft,89,93
3,0:00.0,,Offensive rebound by Team,89,93
4,12:00.0,S. Curry enters the game for K. Looney,,89,93
4,12:00.0,D. Green enters the game for O. Porter,,89,93
4,12:00.0,G. Payton enters the game for K. Thompson,,89,93
4,12:00.0,,P. Pritchard enters the game for J. Brown,89,93
4,11:44.0,Turnover by J. Poole (traveling),,89,93
4,11:30.0,,Shooting foul by A. Wiggins (drawn by J. Tatum),89,93
4,11:30.0,,J. Tatum makes free throw 1 of 2,89,94
4,11:30.0,,J. Tatum makes free throw 2 of 2,89,95
4,11:19.0,S. Curry misses 3-pt jump shot from 26 ft,,89,95
4,11:16.0,,Defensive rebound by R. Williams,89,95
4,10:54.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by J. Tatum),89,98
4,10:41.0,Turnover by S. Curry (bad pass; steal by R. Williams),,89,98
4,10:37.0,,J. Tatum misses 2-pt layup from 3 ft,89,98
4,10:35.0,Defensive rebound by J. Poole,,89,98
4,10:23.0,J. Poole makes 2-pt layup from 2 ft,,91,98
4,9:56.0,,M. Smart misses 3-pt jump shot from 30 ft,91,98
4,9:54.0,,Offensive rebound by G. Williams,91,98
4,9:51.0,,Personal foul by G. Payton (drawn by M. Smart),91,98
4,9:45.0,,J. Tatum makes 2-pt jump shot from 21 ft (assist by P. Pritchard),91,100
4,9:29.0,Turnover by S. Curry (bad pass; steal by R. Williams),,91,100
4,9:24.0,,M. Smart misses 2-pt jump shot from 5 ft,91,100
4,9:22.0,Defensive rebound by D. Green,,91,100
4,9:19.0,Turnover by S. Curry (bad pass; steal by R. Williams),,91,100
4,9:13.0,,M. Smart misses 3-pt jump shot from 24 ft,91,100
4,9:11.0,,Offensive rebound by G. Williams,91,100
4,9:08.0,,G. Williams makes 2-pt layup from 1 ft,91,102
4,9:07.0,Golden State full timeout,,91,102
4,9:07.0,O. Porter enters the game for G. Payton,,91,102
4,9:07.0,K. Thompson enters the game for J. Poole,,91,102
4,9:07.0,,J. Brown enters the game for P. Pritchard,91,102
4,8:53.0,S. Curry misses 2-pt jump shot from 10 ft (block by R. Williams),,91,102
4,8:52.0,Offensive rebound by Team,,91,102
4,8:46.0,A. Wiggins makes 3-pt jump shot from 23 ft (assist by O. Porter),,94,102
4,8:21.0,,J. Tatum makes 2-pt layup from 6 ft,94,104
4,8:06.0,Personal foul by M. Smart (drawn by S. Curry),,94,104
4,7:56.0,S. Curry makes 2-pt jump shot from 23 ft,,96,104
4,7:35.0,,J. Brown misses 3-pt jump shot from 25 ft,96,104
4,7:33.0,Defensive rebound by A. Wiggins,,96,104
4,7:31.0,Turnover by A. Wiggins (bad pass),,96,104
4,7:22.0,,Shooting foul by D. Green (drawn by J. Brown),96,104
4,7:22.0,,J. Brown misses free throw 1 of 2,96,104
4,7:22.0,,Offensive rebound by Team,96,104
4,7:22.0,,J. Brown makes free throw 2 of 2,96,105
4,7:13.0,K. Thompson misses 3-pt jump shot from 26 ft,,96,105
4,7:10.0,,Defensive rebound by R. Williams,96,105
4,6:48.0,,M. Smart misses 3-pt jump shot from 27 ft,96,105
4,6:45.0,,Offensive rebound by R. Williams,96,105
4,6:40.0,,J. Tatum misses 3-pt jump shot from 26 ft,96,105
4,6:38.0,Defensive rebound by A. Wiggins,,96,105
4,6:21.0,Personal foul by M. Smart (drawn by A. Wiggins),,96,105
4,6:21.0,,A. Horford enters the game for G. Williams,96,105
4,6:15.0,K. Thompson misses 3-pt jump shot from 28 ft,,96,105
4,6:14.0,,Defensive rebound by A. Horford,96,105
4,5:53.0,,J. Tatum makes 2-pt layup from 4 ft (assist by M. Smart),96,107
4,5:51.0,Golden State full timeout,,96,107
4,5:28.0,S. Curry misses 3-pt jump shot from 34 ft,,96,107
4,5:26.0,,Defensive rebound by J. Tatum,96,107
4,5:07.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by J. Tatum),96,110
4,4:52.0,Personal foul by J. Tatum (drawn by S. Curry),,96,110
4,4:52.0,J. Poole enters the game for O. Porter,,96,110
4,4:44.0,K. Thompson misses 2-pt layup from 3 ft (block by J. Brown),,96,110
4,4:43.0,Offensive rebound by Team,,96,110
4,4:41.0,J. Poole makes 2-pt layup from 4 ft (assist by S. Curry),,98,110
4,4:16.0,,J. Tatum misses 2-pt jump shot from 18 ft,98,110
4,4:08.0,,Offensive rebound by M. Smart,98,110
4,4:07.0,,Personal foul by D. Green (drawn by M. Smart),98,110
4,4:07.0,A. Iguodala enters the game for D. Green,,98,110
4,3:52.0,,R. Williams makes 2-pt dunk from 1 ft (assist by A. Horford),98,112
4,3:36.0,A. Wiggins misses 3-pt jump shot from 23 ft,,98,112
4,3:34.0,,Defensive rebound by R. Williams,98,112
4,3:25.0,,Turnover by J. Tatum (lost ball; steal by A. Wiggins),98,112
4,3:19.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by K. Thompson),,100,112
4,2:55.0,,J. Tatum misses 2-pt jump shot from 18 ft,100,112
4,2:53.0,Defensive rebound by S. Curry,,100,112
4,2:45.0,J. Poole misses 3-pt jump shot from 26 ft,,100,112
4,2:43.0,,Defensive rebound by A. Horford,100,112
4,2:19.0,,M. Smart makes 2-pt jump shot from 8 ft,100,114
4,2:19.0,Golden State full timeout,,100,114
4,2:19.0,J. Kuminga enters the game for S. Curry,,100,114
4,2:19.0,D. Lee enters the game for A. Iguodala,,100,114
4,2:19.0,M. Moody enters the game for K. Thompson,,100,114
4,2:19.0,J. Toscano-Anderson enters the game for A. Wiggins,,100,114
4,2:19.0,,P. Pritchard enters the game for M. Smart,100,114
4,2:19.0,,G. Williams enters the game for R. Williams,100,114
4,2:04.0,Turnover by J. Poole (bad pass; steal by G. Williams),,100,114
4,2:02.0,,Personal foul by J. Poole (drawn by J. Brown),100,114
4,2:02.0,,J. Brown makes free throw 1 of 2,100,115
4,2:02.0,,S. Hauser enters the game for A. Horford,100,115
4,2:02.0,,A. Nesmith enters the game for J. Tatum,100,115
4,2:02.0,,J. Brown makes free throw 2 of 2,100,116
4,2:00.0,Personal take foul by G. Williams (drawn by J. Kuminga),,100,116
4,2:00.0,,M. Fitts enters the game for J. Brown,100,116
4,2:00.0,,J. Morgan enters the game for P. Pritchard,100,116
4,2:00.0,,N. Stauskas enters the game for G. Williams,100,116
4,1:49.0,D. Lee misses 3-pt jump shot from 24 ft,,100,116
4,1:47.0,,Defensive rebound by A. Nesmith,100,116
4,1:29.0,,A. Nesmith misses 2-pt jump shot from 19 ft,100,116
4,1:27.0,Defensive rebound by J. Kuminga,,100,116
4,1:22.0,J. Poole misses 3-pt jump shot from 27 ft,,100,116
4,1:21.0,,Defensive rebound by Team,100,116
4,1:02.0,,N. Stauskas misses 3-pt jump shot from 28 ft,100,116
4,1:00.0,Defensive rebound by J. Poole,,100,116
4,0:51.0,Turnover by J. Toscano-Anderson (bad pass),,100,116
4,0:26.0,,S. Hauser misses 2-pt jump shot from 18 ft (block by M. Moody),100,116
4,0:23.0,Defensive rebound by J. Poole,,100,116
4,0:23.0,Turnover by J. Poole (bad pass),,100,116
